x_,y_,t_,sex,id,name
590198.142070585,4743407.19741697,2010/02/23 00:02:11.998+00,M,M4,Ricky T
590194.07329402,4743493.17568536,2010/02/23 00:04:11.998+00,M,M4,Ricky T
590182.70094073,4743533.95447541,2010/02/23 00:06:12+00,M,M4,Ricky T
590189.175643072,4743571.30186146,2010/02/23 00:08:11.998+00,M,M4,Ricky T
590201.47748875,4743596.20847599,2010/02/23 00:10:15.999+00,M,M4,Ricky T
590202.291642634,4743679.42966439,2010/02/23 00:12:19.001+00,M,M4,Ricky T
590217.120887775,4743751.58352598,2010/02/23 00:14:11.001+00,M,M4,Ricky T
590282.279429026,4743775.21725355,2010/02/23 00:16:32.999+00,M,M4,Ricky T
590325.278040242,4743785.89933586,2010/02/23 00:18:34.001+00,M,M4,Ricky T
590330.012677454,4743795.06885822,2010/02/23 00:20:51.999+00,M,M4,Ricky T
590307.480537309,4743852.89406529,2010/02/23 00:22:23.998+00,M,M4,Ricky T
590293.758741347,4743875.24936409,2010/02/23 00:24:46+00,M,M4,Ricky T
590315.289678368,4743915.5377275,2010/02/23 00:26:53.001+00,M,M4,Ricky T
590315.325244188,4743920.30292272,2010/02/23 00:28:21.001+00,M,M4,Ricky T
590298.051506152,4743943.65563672,2010/02/23 00:30:09.999+00,M,M4,Ricky T
590285.363694318,4744018.68087161,2010/02/23 00:32:28+00,M,M4,Ricky T
590226.243229383,4743981.02080109,2010/02/23 00:34:07+00,M,M4,Ricky T
590170.015155395,4743922.16334612,2010/02/23 00:36:11.998+00,M,M4,Ricky T
590130.280914627,4743825.74879806,2010/02/23 00:38:27.001+00,M,M4,Ricky T
590101.57840528,4743786.25572682,2010/02/23 00:40:21+00,M,M4,Ricky T
590086.943681327,4743726.01094046,2010/02/23 00:42:12+00,M,M4,Ricky T
590059.291250855,4743779.27174126,2010/02/23 00:44:11.998+00,M,M4,Ricky T
590051.034779155,4743761.25994075,2010/02/23 00:46:13+00,M,M4,Ricky T
590037.731828516,4743711.63947513,2010/02/23 00:48:39.001+00,M,M4,Ricky T
590046.122883866,4743763.73910426,2010/02/23 00:50:53.001+00,M,M4,Ricky T
590020.221633739,4743733.73473068,2010/02/23 00:52:27.999+00,M,M4,Ricky T
589966.628580952,4743767.54234698,2010/02/23 00:54:12.001+00,M,M4,Ricky T
589902.828103751,4743813.83413731,2010/02/23 00:56:24.001+00,M,M4,Ricky T
589813.455737271,4743846.25394873,2010/02/23 00:58:19.998+00,M,M4,Ricky T
589744.338147327,4743880.49381559,2010/02/23 01:00:11+00,M,M4,Ricky T
589690.489539699,4743909.64653615,2010/02/23 01:02:11.998+00,M,M4,Ricky T
589596.14126886,4743986.71930357,2010/02/23 01:05:51.999+00,M,M4,Ricky T
589591.991150566,4743985.95447407,2010/02/23 01:06:12.998+00,M,M4,Ricky T
589546.045477777,4744145.31340163,2010/02/23 01:09:03+00,M,M4,Ricky T
589568.985544436,4744553.65601955,2010/02/23 01:22:52+00,M,M4,Ricky T
589546.514961196,4744528.89588074,2010/02/23 01:24:03.998+00,M,M4,Ricky T
589498.751367211,4744430.53688945,2010/02/23 01:26:22.001+00,M,M4,Ricky T
589402.194208214,4744329.78956681,2010/02/23 01:28:16.998+00,M,M4,Ricky T
589360.837954247,4744268.31089714,2010/02/23 01:30:11.999+00,M,M4,Ricky T
589267.269624024,4744200.19103136,2010/02/23 01:32:21+00,M,M4,Ricky T
589189.646411412,4744169.7858683,2010/02/23 01:34:17.998+00,M,M4,Ricky T
589139.597203891,4744150.14542215,2010/02/23 01:36:19.001+00,M,M4,Ricky T
589176.194426632,4744077.63829303,2010/02/23 01:38:34+00,M,M4,Ricky T
589237.807289575,4743988.94012628,2010/02/23 01:40:16.001+00,M,M4,Ricky T
589198.036950675,4743898.13963723,2010/02/23 01:42:21.999+00,M,M4,Ricky T
589140.241750642,4743871.86825148,2010/02/23 01:44:17.998+00,M,M4,Ricky T
589095.300514945,4743929.1182606,2010/02/23 01:51:01.999+00,M,M4,Ricky T
589092.78830997,4743953.98660944,2010/02/23 01:53:39.999+00,M,M4,Ricky T
589100.239101023,4743933.38044575,2010/02/23 01:55:20+00,M,M4,Ricky T
589054.761003561,4744011.97052247,2010/02/23 04:05:44+00,M,M4,Ricky T
589049.590164582,4744009.23806663,2010/02/23 04:06:06.998+00,M,M4,Ricky T
588769.914876408,4744005.1485717,2010/02/23 04:17:17.001+00,M,M4,Ricky T
588717.631110004,4743981.7839791,2010/02/23 04:18:06+00,M,M4,Ricky T
588729.784736538,4743980.48565501,2010/02/23 04:20:56.998+00,M,M4,Ricky T
588728.497177071,4743985.90015027,2010/02/23 04:23:01.001+00,M,M4,Ricky T
588737.625721176,4743977.71012786,2010/02/23 04:24:10.001+00,M,M4,Ricky T
588769.69395687,4743977.91252376,2010/02/23 04:26:11.001+00,M,M4,Ricky T
588778.988990805,4743988.50583549,2010/02/23 04:29:47+00,M,M4,Ricky T
588775.566750691,4743975.65588105,2010/02/23 04:30:06.998+00,M,M4,Ricky T
588771.879937311,4743977.61862138,2010/02/23 04:32:17.999+00,M,M4,Ricky T
588768.198483563,4743991.84303616,2010/02/23 04:34:12.001+00,M,M4,Ricky T
588769.31942052,4743982.23923909,2010/02/23 04:36:18.999+00,M,M4,Ricky T
588773.748845498,4743970.85663361,2010/02/23 04:38:12.001+00,M,M4,Ricky T
588727.54967812,4744011.22191826,2010/02/23 04:40:11.998+00,M,M4,Ricky T
588770.536288152,4743982.94353424,2010/02/23 04:42:13+00,M,M4,Ricky T
588765.588325919,4743976.22692701,2010/02/23 04:44:21+00,M,M4,Ricky T
588768.830154995,4743984.0544005,2010/02/23 04:46:10.998+00,M,M4,Ricky T
588768.214214734,4743980.48126408,2010/02/23 04:48:42+00,M,M4,Ricky T
588757.511033994,4743985.28566885,2010/02/23 04:50:06.999+00,M,M4,Ricky T
588767.481682058,4743974.54093467,2010/02/23 04:52:22.001+00,M,M4,Ricky T
588767.970344417,4743970.8709758,2010/02/23 04:54:17+00,M,M4,Ricky T
588770.905773967,4743976.47319454,2010/02/23 04:56:10.998+00,M,M4,Ricky T
588766.910659803,4743982.69686762,2010/02/23 04:58:15+00,M,M4,Ricky T
588791.060280602,4743972.04615008,2010/02/23 05:00:12.001+00,M,M4,Ricky T
588755.705841884,4743986.47300685,2010/02/23 05:02:16+00,M,M4,Ricky T
588769.826155018,4743979.06930693,2010/02/23 05:04:19.998+00,M,M4,Ricky T
588764.942542657,4743980.03924501,2010/02/23 05:06:16+00,M,M4,Ricky T
588750.617739688,4743999.50200384,2010/02/23 05:08:27.999+00,M,M4,Ricky T
588769.404605857,4743974.99888334,2010/02/23 05:10:08.001+00,M,M4,Ricky T
588770.187312132,4743980.85100776,2010/02/23 05:12:21.999+00,M,M4,Ricky T
588766.053455836,4743980.08688827,2010/02/23 05:14:10.998+00,M,M4,Ricky T
588774.403484669,4743973.96379551,2010/02/23 05:20:21.999+00,M,M4,Ricky T
588766.443292366,4743991.05405465,2010/02/23 05:22:10.998+00,M,M4,Ricky T
588766.180346511,4743981.02147243,2010/02/23 05:24:12+00,M,M4,Ricky T
588771.292532027,4743974.36794185,2010/02/23 05:26:15.001+00,M,M4,Ricky T
588761.626375592,4743984.94999864,2010/02/23 05:28:11.998+00,M,M4,Ricky T
588753.500967901,4743988.2327319,2010/02/23 05:30:12.999+00,M,M4,Ricky T
588769.761484776,4743987.25398189,2010/02/23 05:32:12.999+00,M,M4,Ricky T
588771.394393737,4743979.14506097,2010/02/23 05:34:13.001+00,M,M4,Ricky T
588771.241793805,4743975.13363782,2010/02/23 05:36:11.999+00,M,M4,Ricky T
588769.462829793,4743976.18803223,2010/02/23 05:38:30+00,M,M4,Ricky T
588784.736258602,4743969.99873527,2010/02/23 05:42:22.998+00,M,M4,Ricky T
588801.590211384,4743969.90512785,2010/02/23 05:44:13+00,M,M4,Ricky T
588757.903041385,4743988.47829531,2010/02/23 05:46:11.998+00,M,M4,Ricky T
588775.854639521,4743967.27416708,2010/02/23 05:48:41+00,M,M4,Ricky T
588794.693612364,4743957.1214146,2010/02/23 05:50:05.999+00,M,M4,Ricky T
588771.411260375,4743975.93549278,2010/02/23 05:52:13.001+00,M,M4,Ricky T
588771.514558236,4743990.10875058,2010/02/23 05:54:12.001+00,M,M4,Ricky T
588769.349725544,4743976.71968703,2010/02/23 05:56:11+00,M,M4,Ricky T
588773.505557531,4743970.70911165,2010/02/23 05:58:12.001+00,M,M4,Ricky T
588768.149956591,4743978.49236761,2010/02/23 06:00:17.998+00,M,M4,Ricky T
588769.535769118,4743983.20829639,2010/02/23 06:02:21+00,M,M4,Ricky T
588770.302394348,4743969.39055813,2010/02/23 06:04:09.999+00,M,M4,Ricky T
588771.386755335,4743976.56824872,2010/02/23 06:06:12.998+00,M,M4,Ricky T
588769.287685966,4743978.99572466,2010/02/23 06:08:13.001+00,M,M4,Ricky T
588774.56099859,4743971.25583456,2010/02/23 06:10:17.999+00,M,M4,Ricky T
588776.413051568,4743968.33648772,2010/02/23 06:20:52.999+00,M,M4,Ricky T
588769.761151274,4743975.23671772,2010/02/23 06:29:49.998+00,M,M4,Ricky T
588776.019389814,4743969.07554858,2010/02/23 06:30:06.001+00,M,M4,Ricky T
588769.400943426,4743979.08603722,2010/02/23 06:32:30.999+00,M,M4,Ricky T
588770.969705299,4743975.95201223,2010/02/23 06:34:07+00,M,M4,Ricky T
588772.761937484,4743970.69952291,2010/02/23 06:36:18.001+00,M,M4,Ricky T
588759.037278827,4743986.0828028,2010/02/23 06:38:11.999+00,M,M4,Ricky T
588773.894990837,4743974.7346953,2010/02/23 06:40:12+00,M,M4,Ricky T
588764.851345091,4743978.87188407,2010/02/23 06:42:17+00,M,M4,Ricky T
588773.599236536,4743974.85305339,2010/02/23 06:44:12.001+00,M,M4,Ricky T
588775.105787888,4743972.10695547,2010/02/23 06:46:10.998+00,M,M4,Ricky T
588784.836760599,4743949.5307056,2010/02/23 06:48:21.999+00,M,M4,Ricky T
588765.569691765,4743976.40439114,2010/02/23 06:50:19+00,M,M4,Ricky T
588774.071673061,4743969.27256336,2010/02/23 06:52:24.998+00,M,M4,Ricky T
588778.603002602,4743955.05911101,2010/02/23 06:54:14+00,M,M4,Ricky T
588761.2785208,4743981.50249115,2010/02/23 06:56:29.001+00,M,M4,Ricky T
588736.664681761,4744008.51834344,2010/02/23 06:58:41.999+00,M,M4,Ricky T
588771.831115051,4743972.53120347,2010/02/23 07:00:14+00,M,M4,Ricky T
588776.633571257,4743970.24965365,2010/02/23 07:02:18.001+00,M,M4,Ricky T
588763.620129645,4744003.36810958,2010/02/23 07:04:59.998+00,M,M4,Ricky T
588762.833873237,4743982.57766431,2010/02/23 07:06:52.001+00,M,M4,Ricky T
588765.476409094,4743979.20203259,2010/02/23 07:08:05.999+00,M,M4,Ricky T
588769.898843434,4743970.2627701,2010/02/23 07:10:18+00,M,M4,Ricky T
588875.857570589,4743909.8220065,2010/02/23 07:12:27+00,M,M4,Ricky T
588775.750794233,4743973.42584279,2010/02/23 07:14:11+00,M,M4,Ricky T
588754.592273005,4743982.19374528,2010/02/23 07:16:12.001+00,M,M4,Ricky T
588782.767221677,4743973.11648878,2010/02/23 07:20:23+00,M,M4,Ricky T
588771.10812421,4743971.55561326,2010/02/23 07:22:17.998+00,M,M4,Ricky T
588778.761844689,4743974.43093884,2010/02/23 07:24:22.999+00,M,M4,Ricky T
588761.554298117,4743978.49617862,2010/02/23 07:26:12.001+00,M,M4,Ricky T
588779.662882749,4743974.90903229,2010/02/23 07:28:57.001+00,M,M4,Ricky T
588895.187268809,4743915.49155377,2010/02/23 07:30:17.001+00,M,M4,Ricky T
588779.075088,4743974.22395429,2010/02/23 07:32:17.999+00,M,M4,Ricky T
588781.939441991,4743972.6615527,2010/02/23 07:34:21.998+00,M,M4,Ricky T
588766.506751468,4743979.15978487,2010/02/23 07:36:16+00,M,M4,Ricky T
588759.824663612,4743980.16207032,2010/02/23 07:38:20.001+00,M,M4,Ricky T
588765.570368565,4743982.6906928,2010/02/23 07:40:56.999+00,M,M4,Ricky T
588772.793071659,4743981.59542528,2010/02/23 07:43:25.999+00,M,M4,Ricky T
588766.32152421,4743978.94637263,2010/02/23 07:44:51.999+00,M,M4,Ricky T
588769.354777304,4743978.86331145,2010/02/23 07:47:10.001+00,M,M4,Ricky T
588783.361486901,4743975.20107274,2010/02/23 07:48:40.001+00,M,M4,Ricky T
588778.299017411,4743980.53355928,2010/02/23 07:50:06.998+00,M,M4,Ricky T
588774.36360955,4743972.61939181,2010/02/23 07:52:12.999+00,M,M4,Ricky T
588777.648964076,4743996.71849049,2010/02/23 07:54:12.001+00,M,M4,Ricky T
588782.462643333,4744008.77561453,2010/02/23 07:57:04.001+00,M,M4,Ricky T
588734.044627541,4744142.67360694,2010/02/23 07:59:15+00,M,M4,Ricky T
588706.558782239,4744143.36339086,2010/02/23 08:00:16+00,M,M4,Ricky T
588673.908152283,4744153.5383652,2010/02/23 08:02:10.998+00,M,M4,Ricky T
588601.097962652,4744210.5991337,2010/02/23 08:04:17+00,M,M4,Ricky T
588637.030010934,4744210.86177948,2010/02/23 08:06:12+00,M,M4,Ricky T
588670.12014378,4744290.89949679,2010/02/23 08:08:10.999+00,M,M4,Ricky T
588580.804813027,4744308.4307743,2010/02/23 08:10:20.001+00,M,M4,Ricky T
588509.085026109,4744364.77346457,2010/02/23 08:13:32.999+00,M,M4,Ricky T
588516.258496187,4744377.00513118,2010/02/23 08:14:07.999+00,M,M4,Ricky T
588457.69106782,4744347.3642082,2010/02/23 08:16:12.999+00,M,M4,Ricky T
588345.230156205,4744281.02461179,2010/02/23 08:21:52.001+00,M,M4,Ricky T
588337.766058902,4744269.75567331,2010/02/23 08:22:06+00,M,M4,Ricky T
588231.89900249,4744172.10453267,2010/02/23 08:24:15+00,M,M4,Ricky T
588130.650993143,4744065.17368362,2010/02/23 08:26:11+00,M,M4,Ricky T
588064.207596716,4743987.71081614,2010/02/23 08:28:13.998+00,M,M4,Ricky T
588042.440925997,4743990.43116892,2010/02/23 08:31:00.999+00,M,M4,Ricky T
587879.263247317,4743844.18412184,2010/02/23 08:36:28.998+00,M,M4,Ricky T
587938.086501753,4743749.37502214,2010/02/23 08:39:19.001+00,M,M4,Ricky T
587974.905681741,4743647.76569736,2010/02/23 08:41:58.998+00,M,M4,Ricky T
587973.075986131,4743633.60376577,2010/02/23 08:42:07+00,M,M4,Ricky T
587963.589602357,4743608.42633944,2010/02/23 08:45:03.001+00,M,M4,Ricky T
588146.175412519,4743550.95296587,2010/02/23 08:47:08.001+00,M,M4,Ricky T
588178.710143018,4743555.7232945,2010/02/23 08:48:29.001+00,M,M4,Ricky T
588259.197304369,4743488.53845369,2010/02/23 08:50:08+00,M,M4,Ricky T
588329.221989944,4743494.76751095,2010/02/23 08:52:19.998+00,M,M4,Ricky T
588259.874002023,4743468.2666716,2010/02/23 08:54:13.001+00,M,M4,Ricky T
588244.536017113,4743483.27487254,2010/02/23 08:56:16.999+00,M,M4,Ricky T
588210.700637404,4743555.12236994,2010/02/23 08:58:18+00,M,M4,Ricky T
588186.020040779,4743590.6024448,2010/02/23 09:00:31.998+00,M,M4,Ricky T
588104.207044098,4743486.88671354,2010/02/23 09:03:45.998+00,M,M4,Ricky T
588082.200895983,4743450.6979018,2010/02/23 09:04:31.999+00,M,M4,Ricky T
588009.538141106,4743364.9707874,2010/02/23 09:06:26.999+00,M,M4,Ricky T
587992.256469962,4743340.85989036,2010/02/23 09:08:26.999+00,M,M4,Ricky T
587971.059386349,4743142.08300932,2010/02/23 09:14:34.998+00,M,M4,Ricky T
588030.406715944,4743209.51360173,2010/02/23 09:16:07+00,M,M4,Ricky T
588036.096316348,4743215.86149864,2010/02/23 09:18:12+00,M,M4,Ricky T
588027.875925761,4743213.74613667,2010/02/23 09:24:52+00,M,M4,Ricky T
588031.679522163,4743210.97371521,2010/02/23 09:26:53.999+00,M,M4,Ricky T
588032.736934291,4743222.24920195,2010/02/23 09:28:06.999+00,M,M4,Ricky T
588037.123296161,4743216.72982707,2010/02/23 09:30:13.001+00,M,M4,Ricky T
588001.269451386,4743284.14322069,2010/02/23 09:38:46.998+00,M,M4,Ricky T
588113.596423072,4743490.23885009,2010/02/23 09:44:42.999+00,M,M4,Ricky T
588146.495733858,4743515.71617741,2010/02/23 09:46:05.998+00,M,M4,Ricky T
588214.821024586,4743607.99763847,2010/02/23 09:48:13+00,M,M4,Ricky T
588254.546523166,4743655.60936868,2010/02/23 09:50:20.001+00,M,M4,Ricky T
588269.424664413,4743677.08014191,2010/02/23 09:52:11.998+00,M,M4,Ricky T
588369.868746179,4743766.07665016,2010/02/23 09:54:12.001+00,M,M4,Ricky T
588483.495594594,4743837.74026297,2010/02/23 09:56:15.998+00,M,M4,Ricky T
588520.680246237,4743869.77186219,2010/02/23 09:58:22.001+00,M,M4,Ricky T
588570.777165805,4743905.0462823,2010/02/23 10:00:14+00,M,M4,Ricky T
588704.685982827,4743971.56576952,2010/02/23 10:02:19.998+00,M,M4,Ricky T
588748.694261346,4743992.11358203,2010/02/23 10:04:15.999+00,M,M4,Ricky T
588816.965095113,4744017.93927527,2010/02/23 10:06:26+00,M,M4,Ricky T
588870.846154538,4744027.68644056,2010/02/23 10:08:25+00,M,M4,Ricky T
588924.4714077,4744024.32501897,2010/02/23 10:10:11.001+00,M,M4,Ricky T
588969.079328736,4743897.20954395,2010/02/23 10:12:20.998+00,M,M4,Ricky T
588968.572271333,4743825.76578021,2010/02/23 10:14:12+00,M,M4,Ricky T
588927.169345561,4743804.69490456,2010/02/23 10:16:10.001+00,M,M4,Ricky T
588848.230505411,4743740.24639167,2010/02/23 10:18:14+00,M,M4,Ricky T
588785.46832716,4743705.35084135,2010/02/23 10:20:12.001+00,M,M4,Ricky T
588743.958820663,4743653.77012738,2010/02/23 10:22:11.999+00,M,M4,Ricky T
588612.738079304,4743614.17352966,2010/02/23 10:24:13+00,M,M4,Ricky T
588477.728111137,4743544.95416223,2010/02/23 10:26:19.998+00,M,M4,Ricky T
588525.114082325,4743531.91334192,2010/02/23 10:28:12+00,M,M4,Ricky T
588525.923064706,4743528.1142115,2010/02/23 10:30:26.001+00,M,M4,Ricky T
588525.920373577,4743534.04505098,2010/02/23 10:32:08.999+00,M,M4,Ricky T
588533.479553969,4743543.68273243,2010/02/23 10:34:14+00,M,M4,Ricky T
588523.606890537,4743522.63113864,2010/02/23 10:36:21.999+00,M,M4,Ricky T
588528.248413793,4743530.97626786,2010/02/23 10:38:12.999+00,M,M4,Ricky T
588521.257335768,4743522.92302035,2010/02/23 10:40:21.001+00,M,M4,Ricky T
588548.878553825,4743545.58004782,2010/02/23 10:42:16.999+00,M,M4,Ricky T
588524.850374726,4743525.72362782,2010/02/23 10:50:50.999+00,M,M4,Ricky T
588527.008582807,4743523.78552434,2010/02/23 10:52:08.001+00,M,M4,Ricky T
588525.316148378,4743527.63993517,2010/02/23 10:54:10.998+00,M,M4,Ricky T
588526.537799419,4743527.34465976,2010/02/23 10:56:17.999+00,M,M4,Ricky T
588608.860887547,4743550.89426781,2010/02/23 11:00:02+00,M,M4,Ricky T
588766.233861179,4743597.78054201,2010/02/23 11:03:32+00,M,M4,Ricky T
588781.936806464,4743601.44823864,2010/02/23 11:04:06.001+00,M,M4,Ricky T
588837.784351084,4743611.07601902,2010/02/24 01:57:26+00,M,M4,Ricky T
588842.398336616,4743599.98460565,2010/02/24 01:59:30.001+00,M,M4,Ricky T
588850.33315983,4743647.61180262,2010/02/24 02:00:08+00,M,M4,Ricky T
588800.217391252,4743616.28905426,2010/02/24 02:02:46.001+00,M,M4,Ricky T
588825.057070354,4743663.12357124,2010/02/24 02:04:39.999+00,M,M4,Ricky T
588823.319420712,4743660.96870197,2010/02/24 02:06:37+00,M,M4,Ricky T
588857.502169751,4743703.27025513,2010/02/24 02:08:38.001+00,M,M4,Ricky T
588587.729984545,4743533.92928147,2010/02/24 02:19:01+00,M,M4,Ricky T
588526.800145697,4743534.91156322,2010/02/24 02:24:18.999+00,M,M4,Ricky T
588520.643180878,4743539.54156341,2010/02/24 02:26:13.001+00,M,M4,Ricky T
588524.756574292,4743533.01939607,2010/02/24 02:32:52.001+00,M,M4,Ricky T
588524.206292404,4743532.59027399,2010/02/24 02:35:56+00,M,M4,Ricky T
588528.541585688,4743527.88132215,2010/02/24 02:36:05.998+00,M,M4,Ricky T
588521.407410061,4743535.40866197,2010/02/24 02:38:11.999+00,M,M4,Ricky T
588524.779771625,4743532.48658204,2010/02/24 02:40:13+00,M,M4,Ricky T
588584.074833955,4743567.72378739,2010/02/24 02:50:47+00,M,M4,Ricky T
588673.007564148,4743585.08404314,2010/02/24 02:56:53+00,M,M4,Ricky T
588718.969722745,4743583.59920531,2010/02/24 02:58:10.001+00,M,M4,Ricky T
588737.230449715,4743593.65268382,2010/02/24 03:00:10.999+00,M,M4,Ricky T
588692.402510451,4743603.53742677,2010/02/24 05:41:45+00,M,M4,Ricky T
588687.559030746,4743598.19944308,2010/02/24 05:42:06.001+00,M,M4,Ricky T
588623.568907586,4743573.45207535,2010/02/24 05:48:25.001+00,M,M4,Ricky T
588613.75374717,4743597.49351522,2010/02/24 05:50:11+00,M,M4,Ricky T
588580.387611504,4743576.69483535,2010/02/24 05:52:04.001+00,M,M4,Ricky T
588540.547221401,4743550.22649355,2010/02/24 05:55:36.999+00,M,M4,Ricky T
588532.298474441,4743524.93087025,2010/02/24 05:56:07.001+00,M,M4,Ricky T
588527.203185158,4743521.99987895,2010/02/24 05:58:04.998+00,M,M4,Ricky T
588482.460440612,4743567.86105384,2010/02/24 06:00:08.001+00,M,M4,Ricky T
588520.439477808,4743521.6907902,2010/02/24 06:06:46+00,M,M4,Ricky T
588518.051381033,4743522.43754422,2010/02/24 06:08:08.999+00,M,M4,Ricky T
588540.077010078,4743528.95148699,2010/02/24 06:10:10.998+00,M,M4,Ricky T
588513.038535883,4743550.60583825,2010/02/24 06:15:40.999+00,M,M4,Ricky T
588527.262124345,4743527.58720913,2010/02/24 06:16:07.999+00,M,M4,Ricky T
588518.807057707,4743534.86433214,2010/02/24 06:19:19.998+00,M,M4,Ricky T
588526.849062329,4743524.74973937,2010/02/24 06:20:52.001+00,M,M4,Ricky T
588518.197940698,4743525.6603149,2010/02/24 06:22:05.999+00,M,M4,Ricky T
588526.294006434,4743520.87753901,2010/02/24 06:24:09.001+00,M,M4,Ricky T
588532.030800086,4743522.22854759,2010/02/24 06:26:07.999+00,M,M4,Ricky T
588594.059183484,4743578.17019657,2010/02/24 06:32:07+00,M,M4,Ricky T
588639.953828333,4743588.27916035,2010/02/24 06:34:06+00,M,M4,Ricky T
588634.259374929,4743586.1844684,2010/02/24 06:36:23.998+00,M,M4,Ricky T
588645.29905626,4743583.21676717,2010/02/24 06:51:53.001+00,M,M4,Ricky T
588640.548845174,4743585.23252973,2010/02/24 07:01:55+00,M,M4,Ricky T
588645.706826692,4743583.9217273,2010/02/24 08:00:50.001+00,M,M4,Ricky T
588647.566336333,4743591.85350471,2010/02/24 09:00:34.999+00,M,M4,Ricky T
588667.117274634,4743613.42975469,2010/02/24 09:31:02+00,M,M4,Ricky T
588681.65445531,4743672.0705646,2010/02/24 09:32:37+00,M,M4,Ricky T
588665.459246028,4743741.54426264,2010/02/24 09:34:25.001+00,M,M4,Ricky T
588599.754091316,4743811.4246958,2010/02/24 09:36:19+00,M,M4,Ricky T
588523.07607646,4743813.74810492,2010/02/24 09:38:25.999+00,M,M4,Ricky T
588455.114978563,4743822.10412313,2010/02/24 09:41:21.998+00,M,M4,Ricky T
588372.736024916,4743786.57163228,2010/02/24 09:43:19.999+00,M,M4,Ricky T
588110.141213619,4743559.68792461,2010/02/24 09:49:45.998+00,M,M4,Ricky T
588049.411610767,4743587.23258936,2010/02/24 09:50:40+00,M,M4,Ricky T
587956.113698476,4743645.95959536,2010/02/24 09:52:11.999+00,M,M4,Ricky T
587956.333898773,4743615.28630458,2010/02/24 09:54:37.998+00,M,M4,Ricky T
587948.772477241,4743615.36741813,2010/02/24 09:56:10.001+00,M,M4,Ricky T
587888.713031282,4743609.71365865,2010/02/24 09:58:21.999+00,M,M4,Ricky T
587880.362028912,4743589.04897378,2010/02/24 10:00:20.001+00,M,M4,Ricky T
587897.141120332,4743609.6102234,2010/02/24 10:02:09.999+00,M,M4,Ricky T
587904.791799032,4743614.06163623,2010/02/24 10:04:07+00,M,M4,Ricky T
587932.900485918,4743664.58853697,2010/02/24 10:06:57.998+00,M,M4,Ricky T
587877.965863236,4743707.62448024,2010/02/24 10:09:43.001+00,M,M4,Ricky T
587867.088295556,4743707.54118418,2010/02/24 10:12:27.998+00,M,M4,Ricky T
587844.949069835,4743703.52690145,2010/02/24 10:14:07.999+00,M,M4,Ricky T
587809.019338393,4743686.86422526,2010/02/24 10:17:29+00,M,M4,Ricky T
587820.032417745,4743687.8598883,2010/02/24 10:18:12.001+00,M,M4,Ricky T
587801.374699848,4743689.63220438,2010/02/24 10:20:26.998+00,M,M4,Ricky T
587794.578128229,4743661.14627637,2010/02/24 10:22:15+00,M,M4,Ricky T
587798.547842329,4743657.49844019,2010/02/24 10:24:13+00,M,M4,Ricky T
587740.785948591,4743604.33955917,2010/02/24 10:26:10+00,M,M4,Ricky T
587751.369210374,4743671.13548498,2010/02/24 10:28:15.998+00,M,M4,Ricky T
587797.995175001,4743663.02241755,2010/02/24 10:30:26.998+00,M,M4,Ricky T
587626.53385321,4743307.31933118,2010/02/24 10:40:33.998+00,M,M4,Ricky T
587666.284128682,4743276.39399703,2010/02/24 10:42:10+00,M,M4,Ricky T
587723.904376454,4743267.15420389,2010/02/24 10:44:03.999+00,M,M4,Ricky T
587796.149899166,4743337.87911139,2010/02/24 10:47:10.999+00,M,M4,Ricky T
587817.614900867,4743380.11307679,2010/02/24 10:48:14.998+00,M,M4,Ricky T
587861.69790052,4743415.79410201,2010/02/24 10:50:24.001+00,M,M4,Ricky T
587903.898911476,4743598.21239704,2010/02/24 22:02:00+00,M,M4,Ricky T
587901.119403733,4743600.17607804,2010/02/24 22:04:11+00,M,M4,Ricky T
587884.605628252,4743599.80978333,2010/02/24 22:06:18.001+00,M,M4,Ricky T
587888.583924216,4743597.41713873,2010/02/24 22:08:23.998+00,M,M4,Ricky T
587891.794260248,4743601.40091844,2010/02/24 22:10:12.001+00,M,M4,Ricky T
587875.27525613,4743591.83841552,2010/02/24 22:12:39.998+00,M,M4,Ricky T
587886.894604371,4743602.3379582,2010/02/24 22:14:08.999+00,M,M4,Ricky T
587900.312494991,4743599.99917947,2010/02/24 22:17:16.998+00,M,M4,Ricky T
587931.305093792,4743591.75407215,2010/02/24 22:18:06+00,M,M4,Ricky T
587968.69537876,4743631.65969351,2010/02/24 22:20:55.998+00,M,M4,Ricky T
587959.610310301,4743626.89000819,2010/02/24 22:23:00.999+00,M,M4,Ricky T
587953.771592238,4743616.24204944,2010/02/24 22:28:52+00,M,M4,Ricky T
587958.286083071,4743614.74481269,2010/02/24 22:30:04.001+00,M,M4,Ricky T
587953.444248264,4743626.51136361,2010/02/24 22:32:05.998+00,M,M4,Ricky T
587972.647651858,4743674.80334605,2010/02/24 22:34:10.001+00,M,M4,Ricky T
587960.152649025,4743707.27455422,2010/02/24 22:36:09.999+00,M,M4,Ricky T
588007.401934979,4743704.11325314,2010/02/24 22:38:09.001+00,M,M4,Ricky T
588030.49430807,4743773.56856499,2010/02/24 22:40:17.998+00,M,M4,Ricky T
588032.82087037,4743785.29344503,2010/02/24 22:42:14+00,M,M4,Ricky T
588037.290538584,4743812.86137033,2010/02/24 22:44:12.998+00,M,M4,Ricky T
588109.450880361,4743895.28392133,2010/02/24 22:46:13+00,M,M4,Ricky T
